rowno,Make,Model,Year,Engine_Fuel_Type,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Number_of_Doors,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP
5808,Bugatti,Veyron 16.4,2008,premium unleaded (required),1001.0,16.0,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,8,820,2065902
5809,Dodge,RAM 150,1993,regular unleaded,180.0,6.0,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,17,14,1851,2000
5810,Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,32700
5811,GMC,Sierra 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Extended Cab Pickup,22,16,549,44150
5812,Lexus,IS 300,2017,premium unleaded (required),255.0,6.0,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454,40200
5813,Honda,Accord,2016,regular unleaded,278.0,6.0,MANUAL,front wheel drive,2,,Midsize,Coupe,28,18,2202,31025
5814,Buick,Verano,2015,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,32,21,155,27050
5815,Nissan,Versa Note,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,31,2009,15480
5816,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4,,Large,Crew Cab Pickup,26,19,5657,42725
5817,Lamborghini,Reventon,2008,premium unleaded (required),650.0,12.0,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9,1158,1500000
5818,Dodge,Ram 50 Pickup,1992,regular unleaded,115.0,4.0,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,22,17,1851,2000
5819,Toyota,Camry,2017,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,30,21,2031,31370
5820,Cadillac,DeVille,2004,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,4,,Large,Sedan,24,16,1624,50750
5821,Nissan,Versa,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Sedan,40,31,2009,17140
5822,Subaru,BRZ,2016,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2,,Compact,Coupe,34,25,640,28495
5823,Ford,Explorer,2017,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,23,16,5657,35775
5824,Mitsubishi,Endeavor,2008,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,22,15,436,27599
5825,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2,,Compact,Convertible,35,24,3105,45450
5826,Ford,Mustang SVT Cobra,1998,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,24,16,5657,4059
5827,BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,35,23,3916,37500
5828,Chevrolet,Captiva Sport,2014,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,28,20,1385,29495
5829,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,19,15,436,25217
5830,Aston Martin,DB9,2015,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2,,Midsize,Coupe,19,13,259,198295
5831,Ford,Fiesta,2016,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,5657,14880
5832,Acura,CL,2002,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,27,17,204,30030
5833,Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2,,Compact,Coupe,25,16,1385,65195
5834,Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2,,Large,Coupe,23,15,1851,34995
5835,Audi,Q3,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,40700
5836,Nissan,NX,1992,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,28,20,2009,2000
5837,Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,23,17,2031,41365
5838,Ford,Taurus,2017,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,24,17,5657,31625
5839,Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,23,18,2031,34700
5840,GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,24,17,549,37810
5841,Plymouth,Prowler,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,21,15,535,44625
5842,Infiniti,Q70,2014,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,24,17,190,51750
5843,Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,20,204,48450
5844,Ferrari,456M,2001,premium unleaded (required),442.0,12.0,AUTOMATIC,rear wheel drive,2,,Compact,Coupe,14,9,2774,223970
5845,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009,37130
5846,Volvo,XC60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,30,23,870,40950
5847,Mercedes-Benz,SL-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,27,20,617,84000
5848,Chevrolet,Cavalier,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,33,23,1385,14435
5849,GMC,Sierra 1500 Classic,2007,regular unleaded,195.0,6.0,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,549,16115
5850,Dodge,Avenger,2013,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,29,19,1851,25695
5851,Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,22,17,2031,35950
5852,Pontiac,Sunbird,1992,regular unleaded,111.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,32,22,210,2000
5853,Kia,Soul,2015,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,23,1720,20790
5854,Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4,,Compact,Sedan,26,21,640,2000
5855,Chevrolet,Traverse,2016,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,1385,28700
5856,Suzuki,Vitara,2004,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,4dr SUV,20,17,481,19199
5857,Mazda,3,2017,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26,586,23445
5858,Dodge,Dakota,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,18,14,1851,27960
5859,Volvo,S40,2010,premium unleaded (recommended),227.0,5.0,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,27,20,870,31350
5860,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,17,13,5657,2922
5861,Mercedes-Benz,CL-Class,2014,premium unleaded (required),536.0,8.0,AUTOMATIC,rear wheel drive,2,,Large,Coupe,22,15,617,154600
5862,Cadillac,DeVille,2005,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4,,Large,Sedan,22,15,1624,46430
5863,Cadillac,CTS,2017,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4,,Large,Sedan,30,20,1624,53695
5864,Pontiac,Vibe,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,210,20875
5865,Suzuki,Vitara,2003,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2,,Compact,Convertible SUV,23,20,481,16999
5866,Volvo,850,1997,regular unleaded,240.0,5.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,24,17,870,2000
5867,Ford,Ranger,2009,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4,,Compact,Extended Cab Pickup,19,15,5657,25805
5868,BMW,3 Series Gran Turismo,2017,premium unleaded (required),248.0,4.0,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,33,23,3916,43950
5869,Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,22,16,1385,55030
5870,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,31,23,873,30525
5871,Lexus,RX 400h,2008,premium unleaded (required),268.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,24,26,454,43480
5872,Volkswagen,CC,2017,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,,Midsize,Sedan,31,22,873,37820
5873,Volvo,XC70,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,Wagon,31,23,870,46675
5874,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,25635
5875,Ford,Probe,1996,regular unleaded,118.0,4.0,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,5657,2000
5876,Volvo,850,1996,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4,,Midsize,Wagon,26,18,870,2000
5877,Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,21,16,1385,2885
5878,Toyota,Tundra,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,17,13,2031,43585
5879,Cadillac,Escalade ESV,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4,,Large,4dr SUV,21,15,1624,94950
5880,Honda,Passport,2000,regular unleaded,205.0,6.0,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,18,15,2202,2452
5881,Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1720,43900
5882,Suzuki,Samurai,1993,regular unleaded,66.0,4.0,MANUAL,rear wheel drive,2,,Compact,Convertible SUV,26,24,481,2000
5883,Volkswagen,Touareg,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Diesel",Midsize,4dr SUV,29,20,873,52245
5884,Chevrolet,Silverado 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,22,16,1385,48200
5885,Suzuki,Aerio,2005,regular unleaded,155.0,4.0,AUTOMATIC,all wheel drive,4,,Compact,Wagon,26,21,481,17349
5886,Nissan,Cube,2012,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4,,Compact,Wagon,30,25,2009,14980
5887,Porsche,911,2016,premium unleaded (required),560.0,6.0,AUTOMATED_MANUAL,all wheel drive,2,,Compact,Coupe,24,17,1715,182700
5888,Audi,A3,2016,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,,Compact,Sedan,43,31,3105,36700
5889,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873,26865
5890,Suzuki,XL-7,2004,regular unleaded,185.0,6.0,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,20,15,481,20099
5891,Volvo,XC90,2017,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Large,4dr SUV,26,22,870,45750
5892,Ford,Transit Connect,2015,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Cargo Minivan,29,21,5657,22330
5893,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37970
5894,Acura,Integra,1999,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,29,22,204,2799
5895,Toyota,Land Cruiser,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,2031,80155
5896,Toyota,Yaris,2015,regular unleaded,106.0,4.0,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,30,2031,14845
5897,BMW,1 Series,2013,premium unleaded (required),230.0,6.0,MANUAL,rear wheel drive,2,,Compact,Convertible,28,19,3916,37200
5898,Toyota,Pickup,1995,regular unleaded,116.0,4.0,MANUAL,four wheel drive,2,,Compact,Extended Cab Pickup,20,17,2031,2553
5899,Mazda,Millenia,2001,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,24,17,586,28025
5900,Suzuki,Forenza,2006,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Wagon,27,19,481,15399
5901,Chevrolet,Camaro,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2,,Midsize,Coupe,25,16,1385,41905
5902,Chevrolet,Suburban,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385,63785
5903,Mazda,CX-7,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,23,17,586,27650
5904,Plymouth,Neon,2000,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,31,24,535,2044
5905,Maserati,Spyder,2004,premium unleaded (required),390.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Luxury,High-Performance",Compact,Convertible,16,10,238,89622
5906,Lexus,ES 350,2016,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,31,21,454,38100
5907,Volkswagen,GLI,2009,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,Sedan,29,22,873,25870
5908,Pontiac,Sunbird,1994,regular unleaded,110.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,32,22,210,2000
5909,Audi,Q5,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,31,24,3105,57700
5910,BMW,2 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,31,20,3916,48750
5911,Volvo,V70,2010,premium unleaded (recommended),235.0,6.0,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Wagon,27,18,870,33550
5912,Pontiac,Solstice,2009,premium unleaded (recommended),173.0,4.0,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25,19,210,26225
5913,Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,27,20,1385,24330
5914,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2,,Large,Regular Cab Pickup,23,17,5657,31485
5915,Honda,Element,2011,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,4dr SUV,25,20,2202,22935
5916,Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2,,Midsize,Convertible,29,21,3105,47900
5917,Buick,Century,2003,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,26,18,155,21235
5918,Nissan,Titan,2014,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,18,13,2009,33990
5919,Mercedes-Benz,M-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,18,617,49770
5920,Infiniti,G35,2007,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,190,31900
5921,Honda,Civic CRX,1990,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,30,24,2202,2000
5922,Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,28,20,5657,30695
5923,Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,20095
5924,Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,21,16,586,2689
5925,GMC,Vandura,1995,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,3,,Midsize,Cargo Van,20,15,549,2000
5926,Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,17,2009,2774
5927,GMC,Sierra 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Crew Cab Pickup,19,15,549,25325
5928,Lincoln,MKX,2015,regular unleaded,305.0,6.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,18,61,38900
5929,Audi,Q7,2014,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,22,16,3105,60900
5930,Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,4dr SUV,31,23,2202,25220
5931,BMW,M5,2016,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,94100
5932,Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Sedan,30,23,481,15199
5933,Mercedes-Benz,S-Class,2016,premium unleaded (required),449.0,8.0,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,26,16,617,98650
5934,BMW,Z4,2014,premium unleaded (required),300.0,6.0,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,26,19,3916,56950
5935,Infiniti,G Coupe,2012,premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,27,19,190,39250
5936,Volkswagen,Passat,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,23,873,22440
5937,Suzuki,SX4,2011,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,30,22,481,16599
5938,Honda,Accord,2017,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4,,Midsize,Sedan,32,23,2202,25730
5939,Nissan,Truck,1997,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,23,19,2009,2241
5940,Lexus,NX 300h,2016,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,33,454,41310
5941,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,,Compact,Sedan,33,24,3105,43050
5942,Buick,Terraza,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Passenger Minivan,23,16,155,27250
5943,Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1385,16170
5944,Acura,TL,2013,premium unleaded (recommended),280.0,6.0,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,20,204,39635
5945,Volkswagen,Golf GTI,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,32,24,873,35195
5946,Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,24,18,586,31840
5947,Volvo,S70,1999,regular unleaded,190.0,5.0,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,23,16,870,2384
5948,Nissan,Titan,2014,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,13,2009,29360
5949,Ford,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,28240
5950,Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,22300
5951,Volvo,S80,2014,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,25,18,870,43950
5952,Subaru,WRX,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,32195
5953,Mercedes-Benz,R-Class,2012,diesel,210.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Large,Wagon,23,18,617,53840
5954,Oldsmobile,Alero,2003,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,27,18,26,21585
5955,Toyota,Pickup,1994,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2,,Compact,Extended Cab Pickup,25,19,2031,2000
5956,Mazda,Tribute,2009,regular unleaded,171.0,4.0,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,28,22,586,19730
5957,Chevrolet,City Express,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Cargo Minivan,26,24,1385,21955
5958,Acura,Integra,2000,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,28,22,204,3086
5959,Subaru,Forester,2015,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,23,640,28495
5960,Subaru,XV Crosstrek,2015,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,34,26,640,23295
5961,Porsche,Panamera,2016,premium unleaded (required),310.0,6.0,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Large,Sedan,27,18,1715,82800
5962,Nissan,NV200,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Cargo Minivan,26,24,2009,20720
5963,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,25,873,22440
5964,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,19,13,258,106995
5965,Mitsubishi,Mighty Max Pickup,1994,regular unleaded,151.0,4.0,MANUAL,rear wheel drive,2,,Compact,Extended Cab Pickup,23,18,436,2000
5966,Bentley,Continental GT Speed Convertible,2014,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2,,Midsize,Convertible,20,12,520,238700
5967,Subaru,Baja,2005,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4,,Compact,Crew Cab Pickup,25,19,640,22345
5968,Dodge,Neon,2005,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,32,25,1851,16110
5969,Honda,Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,40,31,2202,22140
5970,FIAT,500X,2017,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,30,22,819,23335
5971,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2,,Compact,Convertible,35,24,3105,35600
5972,Chevrolet,Malibu Maxx,2007,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Midsize,4dr Hatchback,22,15,1385,23710
5973,Cadillac,Escalade EXT,2011,flex-fuel (premium unleaded recommended/E85),403.0,8.0,AUTOMATIC,all wheel drive,4,,Large,Crew Cab Pickup,18,13,1624,69740
5974,Nissan,Frontier,2015,regular unleaded,261.0,6.0,MANUAL,rear wheel drive,4,,Compact,Crew Cab Pickup,22,16,2009,22700
5975,Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4,,Large,4dr SUV,20,15,5657,48360
5976,Honda,Insight,2012,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,21965
5977,Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4,,Compact,4dr SUV,34,26,640,23395
5978,Dodge,RAM 250,1992,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,16,11,1851,2000
5979,Mercedes-Benz,GLE-Class,2016,premium unleaded (required),550.0,8.0,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,17,13,617,99950
